old_label,final_label,changed,source
POINTES BIATERALES,pointes biaterales,True,auto-syntax
POINTES BILAT ?,pointes bilat?,True,auto-syntax
POINTES BILATERALES,pointes bilaterales,True,auto-syntax
POINTES BILATERALES e,pointes bilaterales e,True,auto-syntax
POINTES D,pointes d,True,auto-syntax
POINTES D g,pointes d g,True,auto-syntax
POINTES DIFFUSES,pointes diffuses,True,auto-syntax
POINTES DROITES,pointes droites,True,auto-syntax
POINTES DROITEZS,pointes droitezs,True,auto-syntax
POINTES FG,pointes fg,True,auto-syntax
POINTES G,pointes g,True,auto-syntax
POINTES G ANT,pointes g ant,True,auto-syntax
POINTES G ET D ASYNCHRONES,pointes g et d asynchrones,True,auto-syntax
POINTES G F,pointes g f,True,auto-syntax
POINTES G et D,pointes g et d,True,auto-syntax
POINTES GAUCHES,pointes gauches,True,auto-syntax
POINTES IC G,pointes ic g,True,auto-syntax
POINTES LENTES,pointes lentes,True,auto-syntax
POINTES R D,pointes r d,True,auto-syntax
POINTES RYTHMIQUE,pointes rythmique,True,auto-syntax
POINTES RYTHMIQUES,pointes rythmiques,True,auto-syntax
POINTES T D,pointes t d,True,auto-syntax
POINTES atient 1,pointes atient 1,True,auto-syntax
POINTES ec,pointes ec,True,auto-syntax
POINTES g,pointes g,True,auto-syntax
POINTES ic,pointes ic,True,auto-syntax
POINTES nchrones,pointes nchrones,True,auto-syntax
POINTES sec,pointes sec,True,auto-syntax
POINTES?,pointes?,True,auto-syntax
POINTRS D,pointrs d,True,auto-syntax
PORTABLE SONNE,portable sonne,True,auto-syntax
POSE DU DATUROMETRE,pose du daturometre,True,auto-syntax
POSE DU SATUROMETRE,pose du saturometre,True,auto-syntax
POSE SATUROMETRE,pose saturometre,True,auto-syntax
POST,post,True,auto-syntax
POST ?,post?,True,auto-syntax
POST aigu et plus à D,post aigu et plus à d,True,auto-syntax
POST aigue?,post aigue?,True,auto-syntax
POST aigus?,post aigus?,True,auto-syntax
POST presque rythmique,post presque rythmique,True,auto-syntax
POST prédominent à D,post prédominent à d,True,auto-syntax
POST?,post?,True,auto-syntax
POSTS,posts,True,auto-syntax
POSTS + P,posts + p,True,auto-syntax
POSTS aigus et préodminent à D?,posts aigus et préodminent à d?,True,auto-syntax
POSTS aigus prédominent à D,posts aigus prédominent à d,True,auto-syntax
POSTS aigus à D?,posts aigus à d?,True,auto-syntax
POSTS aigus?,posts aigus?,True,auto-syntax
POSTS prédominent )à D,posts prédominent )à d,True,auto-syntax
POSTS prédominent à D et ligne med,posts prédominent à d et ligne med,True,auto-syntax
POSTS à D?,posts à d?,True,auto-syntax
POSTS?,posts?,True,auto-syntax
POSTS???,posts?,True,auto-syntax
POSTs,posts,True,auto-syntax
POSTs un peu rythmiques,posts un peu rythmiques,True,auto-syntax
POSTs?,posts?,True,auto-syntax
POinte temporale G ou artefact???,pointe temporale g ou artefact?,True,auto-syntax
PP,pp,True,auto-syntax
PP ? fuseau?,pp? fuseau?,True,auto-syntax
PP infraclinique,pp infraclinique,True,auto-syntax
PPINTES D,ppintes d,True,auto-syntax
PPO,ppo,True,auto-syntax
PPO ?,ppo?,True,auto-syntax
PPO RAs,ppo ras,True,auto-syntax
PPO?,ppo?,True,auto-syntax
PREODMINANCE GAUCHE????,preodminance gauche?,True,auto-syntax
PT G et D,pt g et d,True,auto-syntax
PT g,pt g,True,auto-syntax
PT4,pt4,True,auto-syntax
PTD,ptd,True,auto-syntax
PTD et G,ptd et g,True,auto-syntax
PTD et PTG,ptd et ptg,True,auto-syntax
PTES,ptes,True,auto-syntax
"PTES ,","ptes,",True,auto-syntax
PTES ASYNC,ptes async,True,auto-syntax
PTES ASYNCHRONES,ptes asynchrones,True,auto-syntax
PTES ASYNCHRONES IC,ptes asynchrones ic,True,auto-syntax
PTES D?,ptes d?,True,auto-syntax
PTES G,ptes g,True,auto-syntax
PTES G BILAT,ptes g bilat,True,auto-syntax
PTES IC,ptes ic,True,auto-syntax
PTES PN sec,ptes pn sec,True,auto-syntax
PTES d,ptes d,True,auto-syntax
PTES g G,ptes g g,True,auto-syntax
PTES lies D,ptes lies d,True,auto-syntax
PTF,ptf,True,auto-syntax
PTG,ptg,True,auto-syntax
PTG et D,ptg et d,True,auto-syntax
PV ?,pv?,True,auto-syntax
Paillettes sur moitié du champ de vision,paillettes sur moitié du champ de vision,True,auto-syntax
Pariétal bilatéral,pariétal bilatéral,True,auto-syntax
Parle,parle,True,auto-syntax
Parle sec,parle sec,True,auto-syntax
Parle* RAS,parle ras,True,auto-syntax
Paroxysme G,paroxysme g,True,auto-syntax
Pas d'arret comportemental,pas d'arret comportemental,True,auto-syntax
Pas d'interruption du contage,pas d'interruption du contage,True,auto-syntax
Pas de sensation,pas de sensation,True,auto-syntax
Patiente revient dans le champ camera,patiente revient dans le champ camera,True,auto-syntax
Patiente répond,patiente répond,True,auto-syntax
Pd,pd,True,auto-syntax
Penche la tête vers la droite,penche la tête vers la droite,True,auto-syntax
Perte tonus musculaire,perte tonus musculaire,True,auto-syntax
Petit Déjeuner,petit déjeuner,True,auto-syntax
Petit mouvement du corps,petit mouvement du corps,True,auto-syntax
Petit mouvement tete,petit mouvement tete,True,auto-syntax
Petit spasme,petit spasme,True,auto-syntax
Petit sursaut,petit sursaut,True,auto-syntax
Petite contraction commissure labiale D,petite contraction commissure labiale d,True,auto-syntax
Petite contraction joue G,petite contraction joue g,True,auto-syntax
Petite secousse,petite secousse,True,auto-syntax
Petits mvt jambes,petits mvt jambes,True,auto-syntax
Petits mvt main droite,petits mvt main droite,True,auto-syntax
Pg,pg,True,auto-syntax
Pied droit se met en flexion,pied droit se met en flexion,True,auto-syntax
Piontes vertex?????,piontes vertex?,True,auto-syntax
Plusieurs alarmes sur la nuit car elle d,plusieurs alarmes sur la nuit car elle d,True,auto-syntax
Pointe,pointe,True,auto-syntax
Pointe F3,pointe f3,True,auto-syntax
Pointe GAUCHE,pointe gauche,True,auto-syntax
Pointe lente temporale droite,pointe lente temporale droite,True,auto-syntax
Pointe opposition phase F8,pointe opposition phase f8,True,auto-syntax
Pointe physiologique?,pointe physiologique?,True,auto-syntax
Pointe sur Cz,pointe sur cz,True,auto-syntax
Pointe temp D,pointe temp d,True,auto-syntax
Pointe temporale G ???? ou artefact?,pointe temporale g? ou artefact?,True,auto-syntax
Pointe temporale gauche nette,pointe temporale gauche nette,True,auto-syntax
Pointe vertex,pointe vertex,True,auto-syntax
Pointe vertex!,pointe vertex!,True,auto-syntax
Pointe vertex?,pointe vertex?,True,auto-syntax
Pointes,pointes,True,auto-syntax
Pointes D,pointes d,True,auto-syntax
Pointes Front D?,pointes front d?,True,auto-syntax
Pointes G,pointes g,True,auto-syntax
Pointes bilatérales,pointes bilatérales,True,auto-syntax
Pointes droites,pointes droites,True,auto-syntax
Pointes en pallissade?,pointes en pallissade?,True,auto-syntax
Pointes frontales gauches et ligne med,pointes frontales gauches et ligne med,True,auto-syntax
Pointes gauches,pointes gauches,True,auto-syntax
Pointes périodiques G?,pointes périodiques g?,True,auto-syntax
Pointes rythmiques,pointes rythmiques,True,auto-syntax
Pointes temporales D,pointes temporales d,True,auto-syntax
Pointes temporales D et G,pointes temporales d et g,True,auto-syntax
Pointes temporales G,pointes temporales g,True,auto-syntax
Pointes temporales droites,pointes temporales droites,True,auto-syntax
Pointes temporales gauches,pointes temporales gauches,True,auto-syntax
Pointes vertex,pointes vertex,True,auto-syntax
Pointes vertex ou anomalies????,pointes vertex ou anomalies?,True,auto-syntax
Pointes: vertex???,pointes: vertex?,True,auto-syntax
Polypointe onde,polypointe onde,True,auto-syntax
Polypointe onde?,polypointe onde?,True,auto-syntax
Possible pointe temporale D--> voir,possible pointe temporale d > voir,True,auto-syntax
Post HPN 20 sec,post hpn 20 sec,True,auto-syntax
Post HPN 20 sec droit,post hpn 20 sec droit,True,auto-syntax
Post HPN 20 sec g,post hpn 20 sec g,True,auto-syntax
Post HPN 20 sec le corp roite,post hpn 20 sec le corp roite,True,auto-syntax
Post HPN 20 sec nou gch,post hpn 20 sec nou gch,True,auto-syntax
Post HPN 20 sec ore présente,post hpn 20 sec ore présente,True,auto-syntax
Post HPN 260 sec,post hpn 260 sec,True,auto-syntax
Post HPN 280 sec,post hpn 280 sec,True,auto-syntax
Post HPN 30 sec,post hpn 30 sec,True,auto-syntax
Post HPN 40 sec,post hpn 40 sec,True,auto-syntax
Post HPN 40 sec fuses mais prédom à D,post hpn 40 sec fuses mais prédom à d,True,auto-syntax
Post HPN 40 sec le corp roite,post hpn 40 sec le corp roite,True,auto-syntax
Post HPN 60 sec,post hpn 60 sec,True,auto-syntax
Post HPN 60 sec droite,post hpn 60 sec droite,True,auto-syntax
Post HPN 60 sec electricité,post hpn 60 sec electricité,True,auto-syntax
Post HPN 60 sec ngs,post hpn 60 sec ngs,True,auto-syntax
Post HPN 80 sec,post hpn 80 sec,True,auto-syntax
Pouls à 106 bpm,pouls à 106 bpm,True,auto-syntax
Prise 1cp urbanyl 10mg,prise 1cp urbanyl 10mg,True,auto-syntax
Précision sur la sensation resentie,précision sur la sensation resentie,True,auto-syntax
Pt D,pt d,True,auto-syntax
Pt Dte,pt dte,True,auto-syntax
Pt G,pt g,True,auto-syntax
Pt Occipitale,pt occipitale,True,auto-syntax
Pt dt,pt dt,True,auto-syntax
Pte D,pte d,True,auto-syntax
Pte Dt,pte dt,True,auto-syntax
Pte Dte,pte dte,True,auto-syntax
Pte G,pte g,True,auto-syntax
Pte dt,pte dt,True,auto-syntax
Pte frontale dt,pte frontale dt,True,auto-syntax
Pte occipitale G,pte occipitale g,True,auto-syntax
Pte temp droite,pte temp droite,True,auto-syntax
Pte temporale Dte,pte temporale dte,True,auto-syntax
Ptes,ptes,True,auto-syntax
Ptes G,ptes g,True,auto-syntax
Ptes IC D,ptes ic d,True,auto-syntax
Ptes asynchrones,ptes asynchrones,True,auto-syntax
Puis avec la main,puis avec la main,True,auto-syntax
Puis décharge &#956; organisée,puis décharge 956; organisée,True,auto-syntax
Puis frotte visage sur le lit,puis frotte visage sur le lit,True,auto-syntax
Puis mvt tête moins spécifique,puis mvt tête moins spécifique,True,auto-syntax
Puis secousse commissure gauche,puis secousse commissure gauche,True,auto-syntax
P°,p°,True,auto-syntax
Qu'est-ce ? (stylo),qu'est ce? (stylo),True,auto-syntax
Quelques difficulté d'articulation,quelques difficulté d'articulation,True,auto-syntax
Question: ou sommes nous?,question: ou sommes nous?,True,auto-syntax
R2VEIL,r2veil,True,auto-syntax
RAS,ras,True,auto-syntax
RAS BAILLE,ras baille,True,auto-syntax
RAS BOUGE,ras bouge,True,auto-syntax
RAS CLINIQUE,ras clinique,True,auto-syntax
RAS CLINIQUEMENT,ras cliniquement,True,auto-syntax
RAS Clinique,ras clinique,True,auto-syntax
RAS DORT,ras dort,True,auto-syntax
RAS Dort,ras dort,True,auto-syntax
RAS E INFRA,ras e infra,True,auto-syntax
RAS HPN,ras hpn,True,auto-syntax
RAS HPN sec,ras hpn sec,True,auto-syntax
RAS PARLE,ras parle,True,auto-syntax
RAS REPOND,ras repond,True,auto-syntax
RAS RIT,ras rit,True,auto-syntax
RAS SE GRATTTE,ras se grattte,True,auto-syntax
RAS SE SENT BIEN,ras se sent bien,True,auto-syntax
RAS arge,ras arge,True,auto-syntax
RAS clinique,ras clinique,True,auto-syntax
RAS clinique évident,ras clinique évident,True,auto-syntax
RAS cliniquement,ras cliniquement,True,auto-syntax
RAS d'évident au niveau clinique,ras d'évident au niveau clinique,True,auto-syntax
RAS d'évident cliniquement,ras d'évident cliniquement,True,auto-syntax
RAS d'évident niveau clinique,ras d'évident niveau clinique,True,auto-syntax
RAS ir,ras ir,True,auto-syntax
RAS lonie palpebrale D,ras lonie palpebrale d,True,auto-syntax
RAS on patient 1,ras on patient 1,True,auto-syntax
RE &#776;POND RAS,re 776;pond ras,True,auto-syntax
RECONNAIT LA PLANCHE TOIRE,reconnait la planche toire,True,auto-syntax
"REGARDE LE FILM ""ça""","regarde le film ""ça""",True,auto-syntax
REGARDE UN FILM SUR SON PORTABLE,regarde un film sur son portable,True,auto-syntax
RELACHE MAIN D,relache main d,True,auto-syntax
REM,rem,True,auto-syntax
REM?,rem?,True,auto-syntax
REPAS,repas,True,auto-syntax
REPETE DE SMOTS,repete de smots,True,auto-syntax
REPOND,repond,True,auto-syntax
"REPOND ""OUI""","repond ""oui""",True,auto-syntax
REPOND AU TELEPHONE,repond au telephone,True,auto-syntax
REPOND PAS DE SENSATION,repond pas de sensation,True,auto-syntax
REPOND RA S,repond ra s,True,auto-syntax
REPOND RAS,repond ras,True,auto-syntax
REPOND RESSENT CHALEUR,repond ressent chaleur,True,auto-syntax
REPOND SAIT OU IL SE TROUVE,repond sait ou il se trouve,True,auto-syntax
REPOND sec,repond sec,True,auto-syntax
REPOND. PAS DE SENSATION,repond. pas de sensation,True,auto-syntax
REPONDS,reponds,True,auto-syntax
REPREND N,reprend n,True,auto-syntax
REPRENDRE ICI,reprendre ici,True,auto-syntax
REPRENDRE ICI tion visage à droite,reprendre ici tion visage à droite,True,auto-syntax
REPRENDRE VIDEO ICI,reprendre video ici,True,auto-syntax
REPTET MOT ? DIFFICULTE A PARLER,reptet mot? difficulte a parler,True,auto-syntax
REVEIL,reveil,True,auto-syntax
REVEIL ENTES,reveil entes,True,auto-syntax
REVEIL N 40 sec,reveil n 40 sec,True,auto-syntax
REVEILLE,reveille,True,auto-syntax
REVEILLEE,reveillee,True,auto-syntax
REVEILLEE PAR L'IDE,reveillee par l'ide,True,auto-syntax
REVOIR,revoir,True,auto-syntax
RIGOLE,rigole,True,auto-syntax
RIRE,rire,True,auto-syntax
RIT,rit,True,auto-syntax
RIT TEMENTS AUX MI,rit tements aux mi,True,auto-syntax
RIVOTRIL DEBUT FERMER LES YEUX,rivotril debut fermer les yeux,True,auto-syntax
RL,rl,True,auto-syntax
RONFLE,ronfle,True,auto-syntax
RONFLE N 40 sec,ronfle n 40 sec,True,auto-syntax
RR,rr,True,auto-syntax
RR 220 sec,rr 220 sec,True,auto-syntax
RR D?,rr d?,True,auto-syntax
RR droit?,rr droit?,True,auto-syntax
RR ertex???,rr ertex?,True,auto-syntax
RR?,rr?,True,auto-syntax
RYTME *&#956;,rytme 956;,True,auto-syntax
Ramene ses bras devant elle,ramene ses bras devant elle,True,auto-syntax
Recommence à parler,recommence à parler,True,auto-syntax
Reconnait le stylo,reconnait le stylo,True,auto-syntax
Reconnait les mots é,reconnait les mots é,True,auto-syntax
"Reconnait les objets, sait ou on est","reconnait les objets, sait ou on est",True,auto-syntax
Reconnaît le stick,reconnaît le stick,True,auto-syntax
Reconnaît les images,reconnaît les images,True,auto-syntax
Recording pause,recording pause,True,auto-syntax
"Regarde TV sur sa droite, YO","regarde tv sur sa droite, yo",True,auto-syntax
Regarde sa main,regarde sa main,True,auto-syntax
Relève la tête,relève la tête,True,auto-syntax
Repas,repas,True,auto-syntax
Repas t crise,repas t crise,True,auto-syntax
Reprend son activité,reprend son activité,True,auto-syntax
Reprise activité motrice,reprise activité motrice,True,auto-syntax
Repère spatio-temporel ok,repère spatio temporel ok,True,auto-syntax
Retenez le mot bateau,retenez le mot bateau,True,auto-syntax
Rictus,rictus,True,auto-syntax
Rictus e Mb sup dt,rictus e mb sup dt,True,auto-syntax
Ronflement,ronflement,True,auto-syntax
Rotation de la tête à droite,rotation de la tête à droite,True,auto-syntax
Rotation de la tête à gauche,rotation de la tête à gauche,True,auto-syntax
Rr ard fixe,rr ard fixe,True,auto-syntax
Rythme + rapide. Fuseau?,rythme + rapide. fuseau?,True,auto-syntax
Rythme rapide,rythme rapide,True,auto-syntax
Récupère son tonus musculaire,récupère son tonus musculaire,True,auto-syntax
Réinstallé,réinstallé,True,auto-syntax
Répond immédiatement à l'interlocuteur,répond immédiatement à l'interlocuteur,True,auto-syntax
Répète fraise,répète fraise,True,auto-syntax
Réveik,réveik,True,auto-syntax
Réveil,réveil,True,auto-syntax
"Réveil, gratte yeux avec main G","réveil, gratte yeux avec main g",True,auto-syntax
Réveil?,réveil?,True,auto-syntax
S ENDORT,s endort,True,auto-syntax
S HABILLE,s habille,True,auto-syntax
S étire,s étire,True,auto-syntax
S'ETIRE,s'etire,True,auto-syntax
S'assit au bord du lit,s'assit au bord du lit,True,auto-syntax
S'endort,s'endort,True,auto-syntax
S'installe pour regarder TV,s'installe pour regarder tv,True,auto-syntax
S'étire sec,s'étire sec,True,auto-syntax
SAIT OU IL SE TROUVE,sait ou il se trouve,True,auto-syntax
SALLE DE BAIN,salle de bain,True,auto-syntax
SAT 80 %,sat 80 %,True,auto-syntax
SAT A 65,sat a 65,True,auto-syntax
SDB,sdb,True,auto-syntax
SE BROSSE LES DENTS,se brosse les dents,True,auto-syntax
SE CRISPE,se crispe,True,auto-syntax
SE DIT UN PEU FATIGUEE,se dit un peu fatiguee,True,auto-syntax
SE FROTE LE NEZ,se frote le nez,True,auto-syntax
SE FROTTE LE FRONT TE,se frotte le front te,True,auto-syntax
SE FROTTE LE NEZ,se frotte le nez,True,auto-syntax
SE FROTTE LES YEUX,se frotte les yeux,True,auto-syntax
SE GRA2TTE,se gra2tte,True,auto-syntax
SE GRATTE,se gratte,True,auto-syntax
SE GRATTE L'OREILLE,se gratte l'oreille,True,auto-syntax
SE GRATTE MACHONNE,se gratte machonne,True,auto-syntax
SE GRZTTE,se grztte,True,auto-syntax
SE L7VE,se l7ve,True,auto-syntax
SE LEVE,se leve,True,auto-syntax
SE MOUCHE 0 sec,se mouche 0 sec,True,auto-syntax
SE RACLE LA GORGE,se racle la gorge,True,auto-syntax
SE RAPPELLE DE L HISTOIRE,se rappelle de l histoire,True,auto-syntax
SE REVEILLE,se reveille,True,auto-syntax
SE SENT CONFUSE ORIENTATION S/T OK,se sent confuse orientation s/t ok,True,auto-syntax
SE SOUVIENJT DE L HISTOIRE,se souvienjt de l histoire,True,auto-syntax
SE TIENT LES YEUX PLUS,se tient les yeux plus,True,auto-syntax
SE TOURNE,se tourne,True,auto-syntax
SEANCE MEDITATION,seance meditation,True,auto-syntax
SECOUSSE,secousse,True,auto-syntax
SECOUSSE MAIN DROTE,secousse main drote,True,auto-syntax
SECOUSSE MI,secousse mi,True,auto-syntax
SECOUSSE MSD,secousse msd,True,auto-syntax
SECOUSSE TETE,secousse tete,True,auto-syntax
SECOUSSE UT,secousse ut,True,auto-syntax
SECOUSSES,secousses,True,auto-syntax
SECOUSSES MB SUP DROIT,secousses mb sup droit,True,auto-syntax
SECOUSSES MSD,secousses msd,True,auto-syntax
SECTEUR,secteur,True,auto-syntax
SENS. PINCEMENT AU COEUR,sens. pincement au coeur,True,auto-syntax
SENSAT+ION DE BUG,sensat+ion de bug,True,auto-syntax
SENSATION ANGOISSE REMONTANT VENTRE AU,sensation angoisse remontant ventre au,True,auto-syntax
SENSATION BIZARRE,sensation bizarre,True,auto-syntax
SENSATION COTE GAUCHE PARALYSE,sensation cote gauche paralyse,True,auto-syntax
SENSATION D'ELECTRICITE,sensation d'electricite,True,auto-syntax
SENSATION D'ETRE AILLEURS,sensation d'etre ailleurs,True,auto-syntax
SENSATION DANS LES MAINS,sensation dans les mains,True,auto-syntax
SENSATION DE BOUCHE QUI TIRE,sensation de bouche qui tire,True,auto-syntax
SENSATION DE CHALEUR,sensation de chaleur,True,auto-syntax
SENSATION DE COUP DE MARTEAU DS LA TETE,sensation de coup de marteau ds la tete,True,auto-syntax
SENSATION DE DEBUT DE CRISE,sensation de debut de crise,True,auto-syntax
SENSATION DE DECHARGE TEMP DTE,sensation de decharge temp dte,True,auto-syntax
SENSATION DE DECHARGE TETE DROITE,sensation de decharge tete droite,True,auto-syntax
SENSATION DE DECHARGE TETED ROITE,sensation de decharge teted roite,True,auto-syntax
SENSATION DE FOURMILLEMENT 2 MAINS,sensation de fourmillement 2 mains,True,auto-syntax
SENSATION DE FOURMILLEMENT AU 2 MAINS,sensation de fourmillement au 2 mains,True,auto-syntax
SENSATION DE PALPITATIONS,sensation de palpitations,True,auto-syntax
SENSATION DE PARTIR,sensation de partir,True,auto-syntax
